epoch,acc,loss,val_acc,val_loss
0,0.000125,10.952002006530762,0.0,10.791844110488892
1,0.00028124999999999998,10.825027745246887,0.0,10.546953548431397
2,0.00068749999999999996,10.747512063980103,0.0,11.030471160888672
3,0.00071874999999999999,10.664450817108154,0.0,11.007272585868835
4,0.00071874999999999999,10.571709305763244,0.00084374999999999999,10.58888717842102
5,0.00065625000000000004,10.501124612808228,0.0,10.613664950370788
6,0.00078125000000000004,10.436323199272156,0.0,10.291950882911681
7,0.0016249999999999999,10.342382637023926,0.0047812499999999999,10.038475183010101
8,0.0011562499999999999,10.262528173446656,0.0,10.448055788993836
9,0.00165625,10.189559189796448,0.0043125000000000004,10.048982750892639
10,0.0014062499999999999,10.104679916381835,0.0,10.093600197792053
11,0.0022499999999999998,10.020186880111694,0.0031874999999999998,10.0788368268013
12,0.0025312500000000001,9.9232527875900267,0.0012812500000000001,9.989316132545472
13,0.002875,9.819046648979187,9.3750000000000002e-05,9.9179408650398262
