epoch,acc,loss,val_acc,val_loss
0,0.1521875,6.5695802559852599,0.14456250000000001,6.9070279482007031
1,0.157609375,6.5043355331420898,0.14696875000000001,6.5076850745081902
2,0.168578125,6.3726929092407225,0.12782812499999999,6.9554154732227325
3,0.17720312499999999,6.26057196521759,0.13675000000000001,6.648131221711636
4,0.12646874999999999,6.8215509486198425,0.096359374999999997,7.5754428143501285
5,0.15565625,6.4436571812629699,0.16590625000000001,6.2952076658010485
6,0.17581250000000001,6.2462204184532162,0.16271875,6.160282323598862
7,0.19101562499999999,6.0820447678565976,0.180046875,6.1561743613481523
8,0.19603124999999999,6.0480027737617492,0.196421875,5.932797454982996
9,0.19803124999999999,5.9920135793685914,0.20285937500000001,6.0399551940858363
10,0.176390625,6.2265419602394108,0.18559375,6.2371619439721107
11,0.180984375,6.1742155957221989,0.1018125,7.8939831571578978
12,0.18320312499999999,6.1706757574081417,0.064109374999999996,8.0409753201007845
13,0.16495312500000001,6.3292480468749996,0.00064062500000000003,10.7765060338974
14,0.17759374999999999,6.2357694754600521,0.12643750000000001,7.1918111872375015
15,0.20009374999999999,5.9825071306228637,0.068656250000000002,8.7919103312492375
16,0.21512500000000001,5.8145918869972233,0.2116875,6.0927046754360195
17,0.22589062500000001,5.6757311854362484,0.13165625,6.999855241417885
18,0.21698437500000001,5.7852746591567996,0.20774999999999999,5.7717864090204243
19,0.22315625,5.7146260590553286,0.20874999999999999,5.7539621827006338
20,0.21917187499999999,5.7626211977005006,0.20146875,6.088951368808746
21,0.24124999999999999,5.5566333942413326,0.21673437500000001,5.674907385498285
22,0.24154687499999999,5.5507153983116151,0.047265624999999999,9.6892108116149895
23,0.22090625,5.7553868188858033,0.25276562499999999,5.426894926130772
24,0.1998125,5.9600891380310062,0.17259374999999999,6.3745967858433721
25,0.25053124999999998,5.4639652085304258,0.29834375000000002,5.0865317181944851
26,0.26345312500000001,5.364375304222107,0.223109375,6.0017087924480439
27,0.26254687500000001,5.3728044326305389,0.249796875,5.5683857681751254
28,0.25940625,5.3921579165458677,0.25707812499999999,5.6233572817444806
29,0.28662500000000002,5.1485674796104428,0.32106249999999997,4.9628424259126183
30,0.29903125000000003,5.0178641483783721,0.33926562500000002,4.5993703134953972
31,0.28812500000000002,5.1462093269824978,0.24028125,5.6272226344347001
32,0.300734375,5.0017433805465696,0.35679687500000001,4.560608857393265
33,0.312,4.9184726893901827,0.317859375,4.9652751676589251
34,0.32029687499999998,4.8416384329795834,0.30140624999999999,5.1713486631214618
35,0.32878125000000002,4.780607810020447,0.31410937500000002,4.8828068170249459
36,0.33115624999999999,4.7559040396213534,0.30929687500000003,4.8775395156890156
37,0.33490625000000002,4.713565519332886,0.31984374999999998,4.8936753561943771
38,0.34879687500000001,4.6238809275627135,0.34354687499999997,4.840834697842598
39,0.32368750000000002,4.8092772741317749,0.28528124999999999,5.2957608096003534
40,0.33479687499999999,4.7313398218154905,0.30796875000000001,5.3825926834940914
41,0.35429687500000001,4.5658190476894376,0.35503125000000002,4.5629559426158668
42,0.33471875000000001,4.7133530497550966,0.26228125000000002,5.4932473486065865
43,0.28579687500000001,5.1434875395298008,0.25224999999999997,5.9335675582289698
44,0.29635937499999998,4.984768850564957,0.30196875000000001,4.9045256163477902
45,0.30315625000000002,4.9455500605106355,0.1436875,7.9332367236614223
46,0.3135,4.8911535007953644,0.35054687499999998,4.4865793246626851
47,0.31871875,4.8415100691318509,0.30892187500000001,5.4196975118815898
48,0.35265625,4.5617835226058956,0.36715625000000002,4.4164273963123559
49,0.36351562500000001,4.4808075106143948,0.36481249999999998,4.6611327619776128
50,0.35976562499999998,4.5012367005348208,0.33124999999999999,4.694928276717663
51,0.35067187500000002,4.5973777265548703,0.31212499999999999,5.1763766294121742
