epoch,acc,loss,val_acc,val_loss
0,0.003375,9.7418260774612424,0.0034375,9.9777472209930416
1,0.0041562500000000002,9.6444038028717038,0.00075000000000000002,9.5046506175994878
2,0.004875,9.5899807624816891,0.0082812500000000004,8.7246571068763732
3,0.0054374999999999996,9.4900899477005005,0.0056562499999999998,9.5583139543533324
4,0.0054999999999999997,9.4254752550125129,0.0017812500000000001,9.7388578882217409
5,0.0072187500000000003,9.3121003808975225,0.00340625,9.280843401908875
6,0.0070937500000000002,9.2565407018661503,0.0021562500000000002,9.0133859877586371
7,0.0085000000000000006,9.1544499020576477,0.0084687500000000006,9.3230892505645748
8,0.010437500000000001,9.1023723444938653,0.010562500000000001,9.2535867452621456
9,0.01215625,9.0294482240676874,0.0030937500000000001,9.5187526593208318
